year,id,name,surface,held
2014,D025,Fed Cup G1 RR: BEL vs CRO                                                                           ,Hard,2014-02-07
2013,D019,Fed Cup G1 RRA: COL vs CAN                                                                          ,Clay,2013-02-08
2010,D099,Fed Cup G2 RRA: BAH vs CRC                                                                          ,Clay,2010-04-21
2014,D009,Fed Cup G1 RR: PAR vs MEX                                                                           ,Clay,2014-02-06
2018,W-FC-2018-G2-EPA-A-M-DEN-GRE-01,Fed Cup G2 RR: DEN vs GRE                                                                           ,Clay,2018-04-20
2014,D066,Fed Cup G3 RR: ARM vs NAM                                                                           ,Hard,2014-02-06
2019,W-FC-2019-WG-M-AUS-USA-01,Fed Cup WG R1: AUS vs USA                                                                           ,Hard,2019-02-09
2012,W-SL-AUS-01A-2012,Australian Open                                                                                     ,Hard,2012-01-16
2017,W-FC-2017-WG-PO-GER-UKR-01,Fed Cup WG R1: GER vs UKR                                                                           ,Clay,2017-04-22
2012,W-PM-CHN-01A-2012,Beijing                                                                                             ,Hard,2012-10-01
2010,D053,Fed Cup G1 RRA: ISR vs SLO                                                                          ,Hard,2010-02-03
2018,W-FC-2018-G2-AO-PPO-UZB-INA-01,Fed Cup G2 PPO: UZB vs INA                                                                          ,Hard,2018-02-10
2014,D057,Fed Cup G2 RR: KGZ vs IRQ                                                                           ,Hard,2014-02-05
2011,D046,Fed Cup G1 RRA: THA vs IND                                                                          ,Hard,2011-01-31
2019,W-FC-2019-G1-EPA-A-B-M-EST-SWE-01,Fed Cup G1 RR: EST vs SWE                                                                           ,Hard,2019-02-07
2013,D045,Fed Cup G1 RRA: CRO vs GEO                                                                          ,Hard,2013-02-07
2015,D008,Fed Cup WG R1: NED vs SVK                                                                           ,Clay,2015-02-07
2012,D012,Fed Cup WG2 R1: USA vs BLR                                                                          ,Hard,2012-02-04
2010,W-INT-NZL-01A-2010,Auckland                                                                                            ,Hard,2010-01-04
2019,W-FC-2019-G1-AM-A-M-COL-ECU-01,Fed Cup G1 RR: COL vs ECU                                                                           ,Clay,2019-02-08
2011,D037,Fed Cup G1 RRD: NED vs LAT                                                                          ,Hard,2011-02-04
2011,D084,Fed Cup G2 PO: INA vs HKG                                                                           ,Hard,2011-01-31
2010,D081,Fed Cup G2 PO: IND vs KGZ                                                                           ,Hard,2010-02-06
2013,D093,Fed Cup G2 PO: PAK vs SIN                                                                           ,Hard,2013-02-09
2013,D027,Fed Cup G1 RRB: PAR vs MEX                                                                          ,Clay,2013-02-06
2013,D003,Fed Cup WG R1: RUS vs JPN                                                                           ,Hard,2013-02-09
2012,D094,Fed Cup G1 PO: AUT vs GBR                                                                           ,Hard,2012-02-04
2014,D131,Fed Cup G2 RR: MNE vs LIE                                                                           ,Hard,2014-04-16
2017,W-FC-2017-G2-AO-D-M-INA-SRI-01,Fed Cup G2 RR: INA vs SRI                                                                           ,Hard,2017-07-20
2019,W-FC-2019-G2-AM-B-A-M-GUA-DOM-01,Fed Cup G2 RR: GUA vs DOM                                                                           ,Hard,2019-04-16
2013,W-PR-UAE-01A-2013,Dubai                                                                                               ,Hard,2013-02-18
2015,D044,Fed Cup G2 PO: SIN vs POC                                                                           ,Hard,2015-04-17
2010,W-INT-NED-01A-2010,'s Hertogenbosch                                                                                    ,Grass,2010-06-14
2016,W-FC-2016-G1-AM-A-M-PAR-MEX-01,Fed Cup G1 RR: PAR vs MEX                                                                           ,Clay,2016-02-03
2012,D095,Fed Cup G1 PO: SWE vs POL                                                                           ,Hard,2012-02-04
